instance, n_jobs, fitness, pct_dev, population_size, mutation_rate, local_search, time_ms
ta051,50,127943,1.67844,272,49278.4
ta051,50,127591,1.3987,272,49583.5
ta051,50,127718,1.49963,272,49632.2
ta051,50,128111,1.81195,272,49664.8
ta052,50,121204,1.64113,272,49651.1
ta051,50,127309,1.17459,272,49717.7
ta051,50,127332,1.19287,272,49727.9
ta051,50,127711,1.49407,272,49686.1
ta051,50,127742,1.5187,272,49731.9
ta051,50,127733,1.51155,272,49720.1
ta051,50,127407,1.25247,272,49762.7
ta052,50,121559,1.93883,272,49745.1
ta052,50,121433,1.83317,272,49640.6
ta052,50,121206,1.64281,272,49599.3
ta052,50,121018,1.48515,272,49620.8
ta052,50,121566,1.9447,272,49628.3
ta052,50,121851,2.1837,272,49642.4
ta052,50,121525,1.91032,272,49673.8
ta052,50,121956,2.27176,272,49679.2
ta053,50,118231,1.52157,272,49648.5
ta052,50,121095,1.54972,272,49688.5
ta053,50,118668,1.8968,272,49663.1
ta053,50,118606,1.84357,272,49675.4
ta053,50,118777,1.9904,272,49724.9
ta053,50,118292,1.57394,272,49879.1
ta053,50,118618,1.85387,272,49785.8
ta054,50,122514,1.87343,272,49752.3
ta053,50,118334,1.61001,272,49815.9
ta053,50,118379,1.64865,272,49859.9
ta054,50,122626,1.96656,272,49844.6
ta053,50,118327,1.604,272,49877.6
ta053,50,118503,1.75512,272,49887.1
ta054,50,122853,2.15531,272,49876.8
ta054,50,122361,1.7462,272,49904.4
ta054,50,122457,1.82603,272,49751
ta054,50,122483,1.84765,272,49810.6
ta054,50,122420,1.79526,272,49883.5
ta055,50,119924,1.47228,272,49690.5
ta054,50,122784,2.09794,272,49749
ta055,50,119626,1.22013,272,49751.5
ta054,50,122129,1.55329,272,49794.7
ta054,50,122848,2.15115,272,49821.1
ta055,50,120531,1.98589,272,49830.1
ta055,50,120736,2.15934,272,49862.2
ta055,50,119672,1.25905,272,49885.2
ta055,50,120382,1.85981,272,49856.7
ta055,50,119454,1.0746,272,49857.9
ta055,50,120342,1.82597,272,49885.6
ta055,50,120188,1.69566,272,49805.8
ta056,50,123047,2.04087,272,49171.8
ta056,50,122970,1.97701,272,49798.7
ta056,50,122540,1.62042,272,49778.1
ta056,50,122219,1.35422,272,49812.3
ta056,50,123086,2.07321,272,49850.6
ta056,50,122874,1.8974,272,49877.1
ta055,50,120186,1.69397,272,49936.9
ta056,50,122267,1.39403,272,49938.3
ta056,50,122499,1.58642,272,49982.2
ta056,50,122737,1.78379,272,49844.8
ta056,50,122221,1.35588,272,49891.4
ta057,50,125689,2.28597,272,49870.2
ta057,50,126160,2.66927,272,49899.3
ta057,50,125674,2.27376,272,49774.1
ta057,50,125986,2.52767,272,49766.1
ta057,50,126726,3.12988,272,49800.9
ta057,50,125731,2.32015,272,49839.9
ta057,50,125313,1.97998,272,49850.7
ta057,50,125456,2.09635,272,49885.2
ta057,50,125400,2.05078,272,49821.3
ta058,50,125020,2.06631,272,49824.1
ta058,50,125301,2.29572,272,49864.7
ta057,50,125959,2.5057,272,49905.8
ta058,50,125500,2.45818,272,49890.6
ta058,50,125598,2.53819,272,49933.5
ta058,50,125264,2.26551,272,49914.9
ta058,50,125400,2.37654,272,49951.4
ta058,50,125106,2.13652,272,49984.2
ta058,50,125132,2.15774,272,49989.6
ta058,50,125345,2.33164,272,50012.4
ta058,50,125493,2.45247,272,50008.4
ta059,50,124097,1.82569,272,49881.2
ta059,50,124519,2.17195,272,49972.1
ta059,50,124161,1.8782,272,49985.4
ta059,50,124273,1.9701,272,50024.1
ta059,50,124358,2.03985,272,49821.3
ta059,50,124419,2.0899,272,49719.3
ta060,50,126539,2.08545,272,49697.8
ta059,50,123865,1.63532,272,49780.7
ta059,50,124003,1.74856,272,49799.7
ta060,50,126129,1.75468,272,49790.4
ta059,50,124244,1.9463,272,49826
ta060,50,126830,2.32022,272,49868.1
ta059,50,124217,1.92415,272,49916.8
ta060,50,126463,2.02414,272,49868.8
ta060,50,126604,2.13789,272,49866.7
ta060,50,126380,1.95718,272,49892.2
ta060,50,126944,2.41219,272,49802.9
ta060,50,126417,1.98703,272,49849.3
ta060,50,127026,2.47834,272,49870.2
ta060,50,126403,1.97573,272,49944.7
ta081,100,375635,2.78332,263,182731
ta081,100,375362,2.70862,263,205194
ta081,100,375672,2.79344,263,206268
ta081,100,375324,2.69822,263,209298
ta081,100,376494,3.01836,263,212886
ta081,100,374484,2.46838,263,243227
ta082,100,382418,2.80026,263,216789
ta082,100,381234,2.48198,263,220128
ta081,100,375862,2.84543,263,222729
ta081,100,376002,2.88374,263,276827
ta082,100,381915,2.66505,263,139155
ta081,100,374910,2.58494,263,351249
ta082,100,384464,3.35026,263,174703
ta082,100,384122,3.25832,263,180558
ta082,100,382499,2.82204,263,216305
ta081,100,373928,2.31624,263,373262
ta082,100,378224,1.67284,263,227778
ta082,100,380139,2.18763,263,294796
ta082,100,380623,2.31774,263,277813
ta082,100,379747,2.08225,263,261500
ta083,100,379210,2.48171,263,304246
ta083,100,381168,3.01086,263,244402
ta083,100,378737,2.35388,263,357581
ta083,100,382267,3.30787,263,215164
ta083,100,379365,2.5236,263,252014
ta083,100,379592,2.58495,263,284382
ta083,100,380356,2.79142,263,373430
ta083,100,378296,2.2347,263,367507
ta084,100,384701,3.30511,263,229657
ta083,100,379299,2.50576,263,252086
ta084,100,385626,3.5535,263,176214
ta084,100,385442,3.50409,263,266426
ta084,100,384169,3.16225,263,174466
ta084,100,384583,3.27342,263,173743
ta083,100,380139,2.73277,263,314886
ta084,100,384831,3.34002,263,302439
ta084,100,383132,2.88378,263,244757
ta084,100,386529,3.79599,263,179053
ta084,100,383816,3.06746,263,193457
ta084,100,382565,2.73152,263,221243
ta085,100,382100,3.57399,263,178660
ta085,100,382262,3.61791,263,170247
ta085,100,380833,3.23055,263,274388
ta085,100,378119,2.49488,263,241049
ta085,100,379573,2.88901,263,305341
ta085,100,378657,2.64072,263,285942
ta085,100,382564,3.69977,263,235927
ta086,100,381182,2.76996,263,215009
ta085,100,378398,2.57051,263,282787
ta086,100,380516,2.5904,263,237580
ta085,100,377507,2.32899,263,377484
ta086,100,380103,2.47905,263,236027
ta086,100,380098,2.4777,263,279343
ta085,100,380524,3.1468,263,320920
ta086,100,381093,2.74596,263,217368
ta086,100,383409,3.37038,263,187814
ta086,100,383509,3.39734,263,189309
ta086,100,381086,2.74408,263,308072
ta087,100,385515,3.2423,263,212210
ta086,100,380898,2.69339,263,349520
ta087,100,383622,2.73535,263,228691
ta087,100,383234,2.63144,263,245469
ta086,100,381057,2.73626,263,305883
ta087,100,383975,2.82988,263,218044
ta087,100,382088,2.32454,263,250387
ta087,100,388181,3.95626,263,225647
ta087,100,381862,2.26401,263,344680
ta087,100,384474,2.96351,263,215246
ta088,100,397013,3.24764,263,164568
ta088,100,395265,2.79306,263,215414
ta088,100,397017,3.24868,263,185706
ta087,100,383501,2.70294,263,326336
ta088,100,396752,3.17977,263,175125
ta087,100,386004,3.37325,263,305180
ta088,100,397680,3.4211,263,178302
ta088,100,396708,3.16832,263,178745
ta088,100,394234,2.52493,263,245282
ta088,100,397015,3.24816,263,195924
ta088,100,395034,2.73298,263,221763
ta089,100,385705,3.01317,263,206468
ta089,100,386343,3.18357,263,215745
ta089,100,386916,3.3366,263,208670
ta088,100,395459,2.84351,263,269143
ta089,100,384959,2.81393,263,253415
ta089,100,385073,2.84438,263,237982
ta089,100,386233,3.15419,263,251275
ta089,100,386233,3.15419,263,182734
ta089,100,384121,2.59012,263,215488
ta089,100,384016,2.56208,263,300973
ta089,100,384698,2.74422,263,264720
ta090,100,388532,2.43504,263,183928
ta090,100,390217,2.87928,263,287359
ta090,100,391022,3.09152,263,188528
ta090,100,389960,2.81152,263,233054
ta090,100,389546,2.70237,263,212004
ta090,100,388237,2.35726,263,217656
ta090,100,388433,2.40894,263,225545
ta090,100,389078,2.57899,263,316647
ta090,100,389080,2.57952,263,326639
ta090,100,389872,2.78832,263,303355
ta101,200,1253183,2.57127,299,2.08807e+06
ta101,200,1253183,2.57127,299,2.09042e+06
ta101,200,1253183,2.57127,299,2.08944e+06
ta102,200,1269826,3.08033,299,2.0885e+06
ta102,200,1269826,3.08033,299,2.08765e+06
ta102,200,1269826,3.08033,299,2.08784e+06
ta103,200,1294942,3.19727,299,2.08704e+06
ta103,200,1294942,3.19727,299,2.08811e+06
ta103,200,1294942,3.19727,299,2.08746e+06
ta104,200,1267429,3.32408,299,2.08777e+06
ta104,200,1267429,3.32408,299,2.08708e+06
ta104,200,1267932,3.36509,299,2.08719e+06
ta105,200,1262487,3.87326,299,2.08585e+06
ta105,200,1262487,3.87326,299,2.08517e+06
ta105,200,1262487,3.87326,299,2.08749e+06
ta106,200,1253223,2.74863,299,2.08557e+06
ta106,200,1253223,2.74863,299,2.08658e+06
ta106,200,1253223,2.74863,299,2.08602e+06
ta107,200,1269829,2.65276,299,2.08667e+06
ta107,200,1269829,2.65276,299,2.08641e+06
ta107,200,1270783,2.72988,299,2.08569e+06
ta108,200,1261808,2.31509,299,2.09023e+06
ta108,200,1261808,2.31509,299,2.08632e+06
ta108,200,1261808,2.31509,299,2.08647e+06
ta109,200,1260746,3.13433,299,2.08307e+06
ta109,200,1260746,3.13433,299,2.07878e+06
ta109,200,1260746,3.13433,299,2.07531e+06
ta110,200,1280172,3.66907,299,2.07459e+06
ta110,200,1280172,3.66907,299,2.07047e+06
ta110,200,1280172,3.66907,299,2.0638e+06
